年份,轮次,处理,Block,重复,干重(g)
2015,第三轮牧后,轻牧（3天）,G12,3,156.48
2015,第三轮牧后,轻牧（3天）,G12,3,2.65
2015,第三轮牧后,轻牧（3天）,G12,3,1.03
2015,第三轮牧后,轻牧（3天）,G12,4,106.71
2015,第三轮牧后,轻牧（3天）,G12,4,22.54
2015,第三轮牧后,轻牧（3天）,G12,4,14.71
2015,第三轮牧后,轻牧（3天）,G12,4,0.69
2015,第三轮牧后,轻牧（3天）,G12,4,
2015,第三轮牧后,轻牧（3天）,G12,4,
2015,第三轮牧后,轻牧（3天）,G12,5,15.76
2015,第三轮牧后,轻牧（3天）,G12,5,196.5
2015,第三轮牧后,轻牧（3天）,G12,5,10.06
2015,第三轮牧后,轻牧（3天）,G12,5,0.4
2015,第三轮牧后,轻牧（3天）,G18,1,96.11
2015,第三轮牧后,轻牧（3天）,G18,1,62.6
2015,第三轮牧后,轻牧（3天）,G18,1,2.8
2015,第三轮牧后,轻牧（3天）,G18,1,2.42
2015,第三轮牧后,轻牧（3天）,G18,1,0.61
2015,第三轮牧后,轻牧（3天）,G18,2,66.48
2015,第三轮牧后,轻牧（3天）,G18,2,85.83
2015,第三轮牧后,轻牧（3天）,G18,2,6.03
2015,第三轮牧后,轻牧（3天）,G18,2,0.8
2015,第三轮牧后,轻牧（3天）,G18,2,4.14
2015,第三轮牧后,轻牧（3天）,G18,3,75.54
2015,第三轮牧后,轻牧（3天）,G18,3,49.33
2015,第三轮牧后,轻牧（3天）,G18,3,0.27
2015,第三轮牧后,轻牧（3天）,G18,3,8.03
2015,第三轮牧后,轻牧（3天）,G18,4,58.16
2015,第三轮牧后,轻牧（3天）,G18,4,70.88
2015,第三轮牧后,轻牧（3天）,G18,4,1.31
2015,第三轮牧后,轻牧（3天）,G18,4,6.55
2015,第三轮牧后,轻牧（3天）,G18,5,112.32
2015,第三轮牧后,轻牧（3天）,G18,5,60.04
2015,第三轮牧后,轻牧（3天）,G18,5,1.3
2015,第三轮牧后,轻牧（3天）,G18,5,2.92
2015,第三轮牧后,轻牧（3天）,G18,5,0.3
2015,第三轮牧后,中牧（6天）,G11,1,191.37
2015,第三轮牧后,中牧（6天）,G11,1,8.83
2015,第三轮牧后,中牧（6天）,G11,1,6.51
2015,第三轮牧后,中牧（6天）,G11,1,0.36
2015,第三轮牧后,中牧（6天）,G11,1,
2015,第三轮牧后,中牧（6天）,G11,1,
2015,第三轮牧后,中牧（6天）,G11,2,68.91
2015,第三轮牧后,中牧（6天）,G11,2,40.52
2015,第三轮牧后,中牧（6天）,G11,2,4.29
2015,第三轮牧后,中牧（6天）,G11,2,0.37
2015,第三轮牧后,中牧（6天）,G11,3,207.17
2015,第三轮牧后,中牧（6天）,G11,3,7.48
2015,第三轮牧后,中牧（6天）,G11,3,9.88
2015,第三轮牧后,中牧（6天）,G11,3,0.09
2015,第三轮牧后,中牧（6天）,G11,3,
2015,第三轮牧后,中牧（6天）,G11,3,1.54
2015,第三轮牧后,中牧（6天）,G11,4,28.76
2015,第三轮牧后,中牧（6天）,G11,4,21.91
2015,第三轮牧后,中牧（6天）,G11,4,2.01
2015,第三轮牧后,中牧（6天）,G11,4,
2015,第三轮牧后,中牧（6天）,G11,4,0.1
2015,第三轮牧后,中牧（6天）,G11,4,27.21
2015,第三轮牧后,中牧（6天）,G11,5,113.87
2015,第三轮牧后,中牧（6天）,G11,5,20.66
2015,第三轮牧后,中牧（6天）,G11,5,4.02
2015,第三轮牧后,中牧（6天）,G11,5,
2015,第三轮牧后,中牧（6天）,G11,5,1.73
2015,第三轮牧后,中牧（6天）,G11,5,
2015,第三轮牧后,中牧（6天）,G16,1,124.81
2015,第三轮牧后,中牧（6天）,G16,1,14.29
2015,第三轮牧后,中牧（6天）,G16,1,1.36
2015,第三轮牧后,中牧（6天）,G16,1,0.94
2015,第三轮牧后,中牧（6天）,G16,2,151.07
2015,第三轮牧后,中牧（6天）,G16,2,5.83
2015,第三轮牧后,中牧（6天）,G16,2,1.5
2015,第三轮牧后,中牧（6天）,G16,2,0.29
2015,第三轮牧后,中牧（6天）,G16,2,0.17
2015,第三轮牧后,中牧（6天）,G16,3,109.18
2015,第三轮牧后,中牧（6天）,G16,3,4.51
2015,第三轮牧后,中牧（6天）,G16,3,
2015,第三轮牧后,中牧（6天）,G16,3,
2015,第三轮牧后,中牧（6天）,G16,3,
2015,第三轮牧后,中牧（6天）,G16,3,
2015,第三轮牧后,中牧（6天）,G16,3,1.56
2015,第三轮牧后,中牧（6天）,G16,4,129.39
2015,第三轮牧后,中牧（6天）,G16,4,4.55
2015,第三轮牧后,中牧（6天）,G16,4,0.69
2015,第三轮牧后,中牧（6天）,G16,4,
2015,第三轮牧后,中牧（6天）,G16,4,
2015,第三轮牧后,中牧（6天）,G16,4,3.43
2015,第三轮牧后,中牧（6天）,G16,4,
2015,第三轮牧后,中牧（6天）,G16,5,121.39
2015,第三轮牧后,中牧（6天）,G16,5,8.72
2015,第三轮牧后,中牧（6天）,G16,5,1.92
2015,第三轮牧后,中牧（6天）,G16,5,0.31
2015,第三轮牧后,中牧（6天）,G16,5,
2015,第三轮牧后,中牧（6天）,G16,5,0.55
2015,第三轮牧后,中牧（6天）,G8,1,144.08
2015,第三轮牧后,中牧（6天）,G8,1,28.22
2015,第三轮牧后,中牧（6天）,G8,1,6.19
2015,第三轮牧后,中牧（6天）,G8,1,0.55
2015,第三轮牧后,中牧（6天）,G8,1,
2015,第三轮牧后,中牧（6天）,G8,2,86.35
2015,第三轮牧后,中牧（6天）,G8,2,49.23
2015,第三轮牧后,中牧（6天）,G8,2,10.19
2015,第三轮牧后,中牧（6天）,G8,2,0.54
2015,第三轮牧后,中牧（6天）,G8,2,0.2
2015,第三轮牧后,中牧（6天）,G8,2,0.4
2015,第三轮牧后,中牧（6天）,G8,3,177.27
2015,第三轮牧后,中牧（6天）,G8,3,41.29
2015,第三轮牧后,中牧（6天）,G8,3,1.41
2015,第三轮牧后,中牧（6天）,G8,3,0.74
2015,第三轮牧后,中牧（6天）,G8,4,96.48
2015,第三轮牧后,中牧（6天）,G8,4,42.45
2015,第三轮牧后,中牧（6天）,G8,4,1.12
2015,第三轮牧后,中牧（6天）,G8,4,0.39
2015,第三轮牧后,中牧（6天）,G8,4,0.1
2015,第三轮牧后,中牧（6天）,G8,5,186.65
2015,第三轮牧后,中牧（6天）,G8,5,38.9
2015,第三轮牧后,中牧（6天）,G8,5,2.75
2015,第三轮牧后,中牧（6天）,G8,5,0.87
2015,第三轮牧后,中牧（6天）,G8,5,0.16
2015,第三轮牧后,重牧（12天）,G9,1,100.82
2015,第三轮牧后,重牧（12天）,G9,1,7.91
2015,第三轮牧后,重牧（12天）,G9,1,0.18
2015,第三轮牧后,重牧（12天）,G9,1,5.88
2015,第三轮牧后,重牧（12天）,G9,1,
2015,第三轮牧后,重牧（12天）,G9,2,125.54
2015,第三轮牧后,重牧（12天）,G9,2,7.19
2015,第三轮牧后,重牧（12天）,G9,2,0.54
2015,第三轮牧后,重牧（12天）,G9,2,0.16
2015,第三轮牧后,重牧（12天）,G9,3,105.07
2015,第三轮牧后,重牧（12天）,G9,3,13.37
2015,第三轮牧后,重牧（12天）,G9,3,0.41
2015,第三轮牧后,重牧（12天）,G9,3,1.82
2015,第三轮牧后,重牧（12天）,G9,4,99.46
2015,第三轮牧后,重牧（12天）,G9,4,7.21
2015,第三轮牧后,重牧（12天）,G9,4,0.25
2015,第三轮牧后,重牧（12天）,G9,4,3.12
2015,第三轮牧后,重牧（12天）,G9,5,41.16
2015,第三轮牧后,重牧（12天）,G9,5,26.97
2015,第三轮牧后,重牧（12天）,G9,5,2.32
2015,第三轮牧后,重牧（12天）,G9,5,1.18
2015,第三轮牧后,重牧（12天）,G9,5,
2015,第三轮牧后,重牧（12天）,G13,1,69.82
2015,第三轮牧后,重牧（12天）,G13,1,16.18
2015,第三轮牧后,重牧（12天）,G13,1,2.96
2015,第三轮牧后,重牧（12天）,G13,1,0.15
2015,第三轮牧后,重牧（12天）,G13,1,
2015,第三轮牧后,重牧（12天）,G13,2,43.56
2015,第三轮牧后,重牧（12天）,G13,2,15.49
2015,第三轮牧后,重牧（12天）,G13,2,3.93
2015,第三轮牧后,重牧（12天）,G13,2,
2015,第三轮牧后,重牧（12天）,G13,2,
2015,第三轮牧后,重牧（12天）,G13,2,0.69
2015,第三轮牧后,重牧（12天）,G13,2,
2015,第三轮牧后,重牧（12天）,G13,3,74.45
2015,第三轮牧后,重牧（12天）,G13,3,3.76
2015,第三轮牧后,重牧（12天）,G13,3,1.27
2015,第三轮牧后,重牧（12天）,G13,3,
2015,第三轮牧后,重牧（12天）,G13,3,
2015,第三轮牧后,重牧（12天）,G13,4,171.27
2015,第三轮牧后,重牧（12天）,G13,4,2.25
2015,第三轮牧后,重牧（12天）,G13,4,7.73
2015,第三轮牧后,重牧（12天）,G13,4,0.37
2015,第三轮牧后,重牧（12天）,G13,4,
2015,第三轮牧后,重牧（12天）,G13,5,96.65
2015,第三轮牧后,重牧（12天）,G13,5,3.33
2015,第三轮牧后,重牧（12天）,G13,5,9.75
2015,第三轮牧后,重牧（12天）,G13,5,0.26
2015,第三轮牧后,重牧（12天）,G20,1,156.64
2015,第三轮牧后,重牧（12天）,G20,1,18.52
2015,第三轮牧后,重牧（12天）,G20,1,0.6
2015,第三轮牧后,重牧（12天）,G20,1,
2015,第三轮牧后,重牧（12天）,G20,2,146.15
2015,第三轮牧后,重牧（12天）,G20,2,5.5
2015,第三轮牧后,重牧（12天）,G20,2,6.85
2015,第三轮牧后,重牧（12天）,G20,2,0.43
2015,第三轮牧后,重牧（12天）,G20,3,97.28
2015,第三轮牧后,重牧（12天）,G20,3,1.26
2015,第三轮牧后,重牧（12天）,G20,3,6.42
2015,第三轮牧后,重牧（12天）,G20,3,0.2
2015,第三轮牧后,重牧（12天）,G20,3,0.24
2015,第三轮牧后,重牧（12天）,G20,3,
2015,第三轮牧后,重牧（12天）,G20,3,
2015,第三轮牧后,重牧（12天）,G20,3,0.24
2015,第三轮牧后,重牧（12天）,G20,3,
2015,第三轮牧后,重牧（12天）,G20,3,
2015,第三轮牧后,重牧（12天）,G20,4,129.18
2015,第三轮牧后,重牧（12天）,G20,4,11.59
2015,第三轮牧后,重牧（12天）,G20,4,1.76
2015,第三轮牧后,重牧（12天）,G20,4,
2015,第三轮牧后,重牧（12天）,G20,4,0.5
2015,第三轮牧后,重牧（12天）,G20,4,
2015,第三轮牧后,重牧（12天）,G20,5,89.29
2015,第三轮牧后,重牧（12天）,G20,5,13.21
2015,第三轮牧后,重牧（12天）,G20,5,4.57
2015,第三轮牧后,重牧（12天）,G20,5,
2015,第三轮牧后,重牧（12天）,G20,5,0.98
2015,第三轮牧后,无牧（0天）,G17,1,121.72
2015,第三轮牧后,无牧（0天）,G17,1,62.3
2015,第三轮牧后,无牧（0天）,G17,1,4.28
2015,第三轮牧后,无牧（0天）,G17,1,9.98
2015,第三轮牧后,无牧（0天）,G17,2,180.47
2015,第三轮牧后,无牧（0天）,G17,2,5.43
2015,第三轮牧后,无牧（0天）,G17,2,0.81
2015,第三轮牧后,无牧（0天）,G17,2,24.73
2015,第三轮牧后,无牧（0天）,G17,3,95.46
2015,第三轮牧后,无牧（0天）,G17,3,46.06
2015,第三轮牧后,无牧（0天）,G17,3,9.17
2015,第三轮牧后,无牧（0天）,G17,3,23.31
2015,第三轮牧后,无牧（0天）,G17,4,183.73
2015,第三轮牧后,无牧（0天）,G17,4,8.52
2015,第三轮牧后,无牧（0天）,G17,4,0.35
2015,第三轮牧后,无牧（0天）,G17,4,0.39
2015,第三轮牧后,无牧（0天）,G17,4,1.05
2015,第三轮牧后,无牧（0天）,G17,5,224.14
2015,第三轮牧后,无牧（0天）,G17,5,14.53
2015,第三轮牧后,无牧（0天）,G17,5,0.79
2015,第三轮牧后,无牧（0天）,G17,5,0.51
2015,第三轮牧后,无牧（0天）,G17,5,
2015,第三轮牧后,无牧（0天）,G19,1,36.36
2015,第三轮牧后,无牧（0天）,G19,1,83.99
2015,第三轮牧后,无牧（0天）,G19,1,11.52
2015,第三轮牧后,无牧（0天）,G19,1,8.25
2015,第三轮牧后,无牧（0天）,G19,1,3.07
2015,第三轮牧后,无牧（0天）,G19,1,38.93
2015,第三轮牧后,无牧（0天）,G19,1,
2015,第三轮牧后,无牧（0天）,G19,2,90.84
2015,第三轮牧后,无牧（0天）,G19,2,62.7
2015,第三轮牧后,无牧（0天）,G19,2,2.66
2015,第三轮牧后,无牧（0天）,G19,2,4.11
2015,第三轮牧后,无牧（0天）,G19,2,22.06
2015,第三轮牧后,无牧（0天）,G19,2,
2015,第三轮牧后,无牧（0天）,G19,2,
2015,第三轮牧后,无牧（0天）,G19,3,60.71
2015,第三轮牧后,无牧（0天）,G19,3,77.57
2015,第三轮牧后,无牧（0天）,G19,3,11.82
2015,第三轮牧后,无牧（0天）,G19,3,7.78
2015,第三轮牧后,无牧（0天）,G19,3,1.61
2015,第三轮牧后,无牧（0天）,G19,3,8.79
2015,第三轮牧后,无牧（0天）,G19,3,5.84
2015,第三轮牧后,无牧（0天）,G19,4,156.54
2015,第三轮牧后,无牧（0天）,G19,4,63.18
2015,第三轮牧后,无牧（0天）,G19,4,2.89
2015,第三轮牧后,无牧（0天）,G19,4,8.63
2015,第三轮牧后,无牧（0天）,G19,4,0.44
2015,第三轮牧后,无牧（0天）,G19,4,0.43
2015,第三轮牧后,无牧（0天）,G19,5,92.09
2015,第三轮牧后,无牧（0天）,G19,5,61.44
2015,第三轮牧后,无牧（0天）,G19,5,4.35
2015,第三轮牧后,无牧（0天）,G19,5,67.5
2015,第三轮牧后,无牧（0天）,G19,5,1.11
2015,第三轮牧后,无牧（0天）,G21,1,76.76
2015,第三轮牧后,无牧（0天）,G21,1,37.07
2015,第三轮牧后,无牧（0天）,G21,1,12.6
2015,第三轮牧后,无牧（0天）,G21,1,6.64
2015,第三轮牧后,无牧（0天）,G21,1,52.63
2015,第三轮牧后,无牧（0天）,G21,2,58.85
2015,第三轮牧后,无牧（0天）,G21,2,120.25
2015,第三轮牧后,无牧（0天）,G21,2,8.98
2015,第三轮牧后,无牧（0天）,G21,2,6.82
2015,第三轮牧后,无牧（0天）,G21,2,3.75
2015,第三轮牧后,无牧（0天）,G21,2,0.25
2015,第三轮牧后,无牧（0天）,G21,2,1.8
2015,第三轮牧后,无牧（0天）,G21,3,56.65
2015,第三轮牧后,无牧（0天）,G21,3,101.92
2015,第三轮牧后,无牧（0天）,G21,3,21.17
2015,第三轮牧后,无牧（0天）,G21,3,2.89
2015,第三轮牧后,无牧（0天）,G21,3,1.68
2015,第三轮牧后,无牧（0天）,G21,3,2.86
2015,第三轮牧后,无牧（0天）,G21,3,0.79
2015,第三轮牧后,无牧（0天）,G21,3,
2015,第三轮牧后,无牧（0天）,G21,4,118.71
2015,第三轮牧后,无牧（0天）,G21,4,10.68
2015,第三轮牧后,无牧（0天）,G21,4,18.42
2015,第三轮牧后,无牧（0天）,G21,4,2.53
2015,第三轮牧后,无牧（0天）,G21,4,8.16
2015,第三轮牧后,无牧（0天）,G21,5,165.27
2015,第三轮牧后,无牧（0天）,G21,5,26.15
2015,第三轮牧后,无牧（0天）,G21,5,8.25
2015,第三轮牧后,无牧（0天）,G21,5,7.44
2015,第三轮牧后,无牧（0天）,G21,5,15.99
2015,第三轮牧后,无牧（0天）,G21,5,
2015,第三轮牧后,无牧（0天）,G21,5,
2015,第四轮牧后,轻牧（3天）,G6,1,165.54
2015,第四轮牧后,轻牧（3天）,G6,1,9.88
2015,第四轮牧后,轻牧（3天）,G6,1,1.03
2015,第四轮牧后,轻牧（3天）,G6,1,5.46
2015,第四轮牧后,轻牧（3天）,G6,1,0.37
2015,第四轮牧后,轻牧（3天）,G6,2,171.85
2015,第四轮牧后,轻牧（3天）,G6,2,8.71
2015,第四轮牧后,轻牧（3天）,G6,2,0.23
2015,第四轮牧后,轻牧（3天）,G6,2,4.46
2015,第四轮牧后,轻牧（3天）,G6,2,10.56
2015,第四轮牧后,轻牧（3天）,G6,3,196.97
2015,第四轮牧后,轻牧（3天）,G6,3,7.03
2015,第四轮牧后,轻牧（3天）,G6,3,0.37
2015,第四轮牧后,轻牧（3天）,G6,3,0.94
2015,第四轮牧后,轻牧（3天）,G6,3,
2015,第四轮牧后,轻牧（3天）,G6,3,
2015,第四轮牧后,轻牧（3天）,G6,3,0.47
2015,第四轮牧后,轻牧（3天）,G6,4,156.97
2015,第四轮牧后,轻牧（3天）,G6,4,11.62
2015,第四轮牧后,轻牧（3天）,G6,4,0.65
2015,第四轮牧后,轻牧（3天）,G6,4,3.1
2015,第四轮牧后,轻牧（3天）,G6,4,0.12
2015,第四轮牧后,轻牧（3天）,G6,4,
2015,第四轮牧后,轻牧（3天）,G6,5,168.38
2015,第四轮牧后,轻牧（3天）,G6,5,15.42
2015,第四轮牧后,轻牧（3天）,G6,5,1.43
2015,第四轮牧后,轻牧（3天）,G6,5,2.37
2015,第四轮牧后,轻牧（3天）,G6,5,1.98
2015,第四轮牧后,轻牧（3天）,G12,1,190.24
2015,第四轮牧后,轻牧（3天）,G12,1,42.25
2015,第四轮牧后,轻牧（3天）,G12,1,2.51
2015,第四轮牧后,轻牧（3天）,G12,1,0.46
2015,第四轮牧后,轻牧（3天）,G12,2,135.07
2015,第四轮牧后,轻牧（3天）,G12,2,67.8
2015,第四轮牧后,轻牧（3天）,G12,2,13.91
2015,第四轮牧后,轻牧（3天）,G12,2,1.47
2015,第四轮牧后,轻牧（3天）,G12,3,120.05
2015,第四轮牧后,轻牧（3天）,G12,3,46.61
2015,第四轮牧后,轻牧（3天）,G12,3,9.22
2015,第四轮牧后,轻牧（3天）,G12,3,0.89
2015,第四轮牧后,轻牧（3天）,G12,4,49.8
2015,第四轮牧后,轻牧（3天）,G12,4,87.04
2015,第四轮牧后,轻牧（3天）,G12,4,7.96
2015,第四轮牧后,轻牧（3天）,G12,4,0.7
2015,第四轮牧后,轻牧（3天）,G12,4,0.24
2015,第四轮牧后,轻牧（3天）,G12,4,
2015,第四轮牧后,轻牧（3天）,G12,5,178.42
2015,第四轮牧后,轻牧（3天）,G12,5,32.38
2015,第四轮牧后,轻牧（3天）,G12,5,4.55
2015,第四轮牧后,轻牧（3天）,G18,1,61.18
2015,第四轮牧后,轻牧（3天）,G18,1,101.55
2015,第四轮牧后,轻牧（3天）,G18,1,2.56
2015,第四轮牧后,轻牧（3天）,G18,1,11.3
2015,第四轮牧后,轻牧（3天）,G18,1,0.59
2015,第四轮牧后,轻牧（3天）,G18,1,0.26
2015,第四轮牧后,轻牧（3天）,G18,2,94.02
2015,第四轮牧后,轻牧（3天）,G18,2,63.02
2015,第四轮牧后,轻牧（3天）,G18,2,1.57
2015,第四轮牧后,轻牧（3天）,G18,2,4.42
2015,第四轮牧后,轻牧（3天）,G18,3,153.09
2015,第四轮牧后,轻牧（3天）,G18,3,52.37
2015,第四轮牧后,轻牧（3天）,G18,3,0.27
2015,第四轮牧后,轻牧（3天）,G18,3,1.19
2015,第四轮牧后,轻牧（3天）,G18,3,9.45
2015,第四轮牧后,轻牧（3天）,G18,3,0.37
2015,第四轮牧后,轻牧（3天）,G18,3,
2015,第四轮牧后,轻牧（3天）,G18,4,61.94
2015,第四轮牧后,轻牧（3天）,G18,4,62.38
2015,第四轮牧后,轻牧（3天）,G18,4,
2015,第四轮牧后,轻牧（3天）,G18,4,5.43
2015,第四轮牧后,轻牧（3天）,G18,5,15.9
2015,第四轮牧后,轻牧（3天）,G18,5,68.3
2015,第四轮牧后,轻牧（3天）,G18,5,0.93
2015,第四轮牧后,轻牧（3天）,G18,5,10.45
2015,第四轮牧后,轻牧（3天）,G18,5,8.06
2015,第四轮牧后,轻牧（3天）,G18,5,1.42
2015,第四轮牧后,中牧（6天）,G8,1,64.07
2015,第四轮牧后,中牧（6天）,G8,1,40.87
2015,第四轮牧后,中牧（6天）,G8,1,3.12
2015,第四轮牧后,中牧（6天）,G8,1,3.39
2015,第四轮牧后,中牧（6天）,G8,1,0.32
2015,第四轮牧后,中牧（6天）,G8,1,0.54
2015,第四轮牧后,中牧（6天）,G8,1,0.12
2015,第四轮牧后,中牧（6天）,G8,2,60.89
2015,第四轮牧后,中牧（6天）,G8,2,41.31
2015,第四轮牧后,中牧（6天）,G8,2,6.86
2015,第四轮牧后,中牧（6天）,G8,2,0.3
2015,第四轮牧后,中牧（6天）,G8,2,0.13
2015,第四轮牧后,中牧（6天）,G8,2,
2015,第四轮牧后,中牧（6天）,G8,3,76.27
2015,第四轮牧后,中牧（6天）,G8,3,33.71
2015,第四轮牧后,中牧（6天）,G8,3,4.2
2015,第四轮牧后,中牧（6天）,G8,3,0.11
2015,第四轮牧后,中牧（6天）,G8,4,171.18
2015,第四轮牧后,中牧（6天）,G8,4,21.09
2015,第四轮牧后,中牧（6天）,G8,4,4.03
2015,第四轮牧后,中牧（6天）,G8,4,0.12
2015,第四轮牧后,中牧（6天）,G8,4,
2015,第四轮牧后,中牧（6天）,G8,4,
2015,第四轮牧后,中牧（6天）,G8,5,158.52
2015,第四轮牧后,中牧（6天）,G8,5,24.28
2015,第四轮牧后,中牧（6天）,G8,5,3.04
2015,第四轮牧后,中牧（6天）,G8,5,0.62
2015,第四轮牧后,中牧（6天）,G11,1,94.79
2015,第四轮牧后,中牧（6天）,G11,1,9.01
2015,第四轮牧后,中牧（6天）,G11,1,3.67
2015,第四轮牧后,中牧（6天）,G11,1,0.18
2015,第四轮牧后,中牧（6天）,G11,1,0.25
2015,第四轮牧后,中牧（6天）,G11,2,80.55
2015,第四轮牧后,中牧（6天）,G11,2,39.85
2015,第四轮牧后,中牧（6天）,G11,2,14.31
2015,第四轮牧后,中牧（6天）,G11,2,0.55
2015,第四轮牧后,中牧（6天）,G11,2,
2015,第四轮牧后,中牧（6天）,G11,3,126.66
2015,第四轮牧后,中牧（6天）,G11,3,6.61
2015,第四轮牧后,中牧（6天）,G11,3,2.47
2015,第四轮牧后,中牧（6天）,G11,3,
2015,第四轮牧后,中牧（6天）,G11,3,
2015,第四轮牧后,中牧（6天）,G11,3,4.95
2015,第四轮牧后,中牧（6天）,G11,4,66.34
2015,第四轮牧后,中牧（6天）,G11,4,23.57
2015,第四轮牧后,中牧（6天）,G11,4,1.76
2015,第四轮牧后,中牧（6天）,G11,4,0.14
2015,第四轮牧后,中牧（6天）,G11,4,0.13
2015,第四轮牧后,中牧（6天）,G11,4,
2015,第四轮牧后,中牧（6天）,G11,5,87.69
2015,第四轮牧后,中牧（6天）,G11,5,25.74
2015,第四轮牧后,中牧（6天）,G11,5,3.19
2015,第四轮牧后,中牧（6天）,G11,5,0.1
2015,第四轮牧后,中牧（6天）,G11,5,0.22
2015,第四轮牧后,中牧（6天）,G11,5,
2015,第四轮牧后,中牧（6天）,G11,5,2.96
2015,第四轮牧后,中牧（6天）,G16,1,197.03
2015,第四轮牧后,中牧（6天）,G16,1,12.58
2015,第四轮牧后,中牧（6天）,G16,1,0.93
2015,第四轮牧后,中牧（6天）,G16,1,0.64
2015,第四轮牧后,中牧（6天）,G16,1,0.18
2015,第四轮牧后,中牧（6天）,G16,2,106.72
2015,第四轮牧后,中牧（6天）,G16,2,14.13
2015,第四轮牧后,中牧（6天）,G16,2,0.25
2015,第四轮牧后,中牧（6天）,G16,2,2.22
2015,第四轮牧后,中牧（6天）,G16,2,0.35
2015,第四轮牧后,中牧（6天）,G16,2,
2015,第四轮牧后,中牧（6天）,G16,2,
2015,第四轮牧后,中牧（6天）,G16,3,155.43
2015,第四轮牧后,中牧（6天）,G16,3,4.46
2015,第四轮牧后,中牧（6天）,G16,3,0.28
2015,第四轮牧后,中牧（6天）,G16,3,0.65
2015,第四轮牧后,中牧（6天）,G16,3,0.36
2015,第四轮牧后,中牧（6天）,G16,4,106.25
2015,第四轮牧后,中牧（6天）,G16,4,4.8
2015,第四轮牧后,中牧（6天）,G16,4,0.22
2015,第四轮牧后,中牧（6天）,G16,4,
2015,第四轮牧后,中牧（6天）,G16,4,
2015,第四轮牧后,中牧（6天）,G16,5,98.27
2015,第四轮牧后,中牧（6天）,G16,5,5.74
2015,第四轮牧后,中牧（6天）,G16,5,1.23
2015,第四轮牧后,中牧（6天）,G16,5,0.34
2015,第四轮牧后,中牧（6天）,G16,5,
2015,第四轮牧后,中牧（6天）,G16,5,0.32
2015,第四轮牧后,重牧（12天）,G9,1,77.11
2015,第四轮牧后,重牧（12天）,G9,1,7.1
2015,第四轮牧后,重牧（12天）,G9,1,2.77
2015,第四轮牧后,重牧（12天）,G9,1,0.33
2015,第四轮牧后,重牧（12天）,G9,1,
2015,第四轮牧后,重牧（12天）,G9,1,0.26
2015,第四轮牧后,重牧（12天）,G9,2,64.82
2015,第四轮牧后,重牧（12天）,G9,2,5.66
2015,第四轮牧后,重牧（12天）,G9,2,0.22
2015,第四轮牧后,重牧（12天）,G9,2,0.32
2015,第四轮牧后,重牧（12天）,G9,3,43.46
2015,第四轮牧后,重牧（12天）,G9,3,6.55
2015,第四轮牧后,重牧（12天）,G9,3,
2015,第四轮牧后,重牧（12天）,G9,3,0.08
2015,第四轮牧后,重牧（12天）,G9,3,0.08
2015,第四轮牧后,重牧（12天）,G9,4,43.03
2015,第四轮牧后,重牧（12天）,G9,4,3.34
2015,第四轮牧后,重牧（12天）,G9,4,5.76
2015,第四轮牧后,重牧（12天）,G9,4,
2015,第四轮牧后,重牧（12天）,G9,5,25.02
2015,第四轮牧后,重牧（12天）,G9,5,13.77
2015,第四轮牧后,重牧（12天）,G9,5,0.22
2015,第四轮牧后,重牧（12天）,G9,5,0.14
2015,第四轮牧后,重牧（12天）,G9,5,0.06
2015,第四轮牧后,重牧（12天）,G9,5,
2015,第四轮牧后,重牧（12天）,G9,5,
2015,第四轮牧后,重牧（12天）,G9,5,0.19
2015,第四轮牧后,重牧（12天）,G13,1,50.64
2015,第四轮牧后,重牧（12天）,G13,1,14.85
2015,第四轮牧后,重牧（12天）,G13,1,1.97
2015,第四轮牧后,重牧（12天）,G13,1,0.11
2015,第四轮牧后,重牧（12天）,G13,1,
2015,第四轮牧后,重牧（12天）,G13,2,24.61
2015,第四轮牧后,重牧（12天）,G13,2,15.41
2015,第四轮牧后,重牧（12天）,G13,2,8.19
2015,第四轮牧后,重牧（12天）,G13,2,0.05
2015,第四轮牧后,重牧（12天）,G13,2,
2015,第四轮牧后,重牧（12天）,G13,2,0.3
2015,第四轮牧后,重牧（12天）,G13,3,97.67
2015,第四轮牧后,重牧（12天）,G13,3,2.77
2015,第四轮牧后,重牧（12天）,G13,3,3.27
2015,第四轮牧后,重牧（12天）,G13,3,0.17
2015,第四轮牧后,重牧（12天）,G13,4,73.07
2015,第四轮牧后,重牧（12天）,G13,4,0.48
2015,第四轮牧后,重牧（12天）,G13,4,9.28
2015,第四轮牧后,重牧（12天）,G13,4,
2015,第四轮牧后,重牧（12天）,G13,4,
2015,第四轮牧后,重牧（12天）,G13,5,49.04
2015,第四轮牧后,重牧（12天）,G13,5,3.76
2015,第四轮牧后,重牧（12天）,G13,5,9.08
2015,第四轮牧后,重牧（12天）,G13,5,0.14
2015,第四轮牧后,重牧（12天）,G13,5,0.06
2015,第四轮牧后,重牧（12天）,G20,1,37.06
2015,第四轮牧后,重牧（12天）,G20,1,21.84
2015,第四轮牧后,重牧（12天）,G20,1,0.69
2015,第四轮牧后,重牧（12天）,G20,1,2.11
2015,第四轮牧后,重牧（12天）,G20,2,105.14
2015,第四轮牧后,重牧（12天）,G20,2,7.64
2015,第四轮牧后,重牧（12天）,G20,2,0.12
2015,第四轮牧后,重牧（12天）,G20,2,5.99
2015,第四轮牧后,重牧（12天）,G20,2,0.6
